Q96SW2	Q96SW2
Q92918	Q9JM52
Q92918	P97820
Q3SYG4	Q3SYG4
Q5T124	Q5T124
Q496A3	Q496A3
Q96J84	Q96J84
Q9BXF9	Q9BXF9
Q9BXF9	Q8WW24
Q9BXF9	Q969V4
Q92496	Q92496
Q9ULU8	Q9ULU8
Q9ULU8	Q8BYR5
Q7L5A3	Q7L5A3
O95760	O95760
Q9NP84	Q9NP84
Q99190	Q99190
Q99190	Q9NZ01
Q7KLV9	Q7KLV9
Q9SJX7	Q9SJX7
P18859	P18859
Q99594	Q99594
Q99594	Q62296
Q99594	P30051
Q96AA8	Q96AA8
Q8N5C8	Q8N5C8
Q25442	Q25442
Q0KK55	Q0KK55
Q9XHZ8	Q9XHZ8
Q62599	Q62599
O43914	O43914
F4ITL6	F4ITL6
P22140	P22140
O96033	O96033
P09917	P09917
P38937	P38937
Q8WYA6	Q8WYA6
P50895	P50895
Q6ZUJ4	Q6ZUJ4
Q9GZY8	Q9GZY8
P19429	P19429
P19429	P19237
Q8TCE9	Q8TCE9
Q8TCE9	Q3B8N2
Q8TCE9	O08573
Q8TCE9	O00214
Q8TCE9	P17931
Q3KK31	Q3KK31
Q3KK31	Q5ZXA3
O81439	O81439
P05231	P05231
Q45976	Q45976
Q45976	A0A0H3C9D0
Q45976	P0AEC3
Q45976	Q9WZV7
P36124	P36124
Q9NVM4	Q9NVM4
Q12033	Q12033
B0YJ81	B0YJ81
Q9Y376	Q9Y376
O64973	O64973
Q9BY12	Q9BY12
Q86WV6	Q86WV6
P30050	P30050
P46940	P46940
Q9USR9	Q9USR9
Q2RIF5	Q2RIF5
Q2RIF5	P42410
Q8IYX7	Q8IYX7
P38217	P38217
P38217	Q92973
P38217	O14787
Q8GSA7	Q8GSA7
Q19541	Q19541
Q9Y4C2	Q9Y4C2
Q01593	Q01593
P50582	P50582
Q9UKX7	Q9UKX7
G0S4T0	G0S4T0
Q9BU61	Q9BU61
P78536	P78536
Q6ZUT1	Q6ZUT1
Q03393	Q03393
Q969T9	Q969T9
Q969T9	P97765
P32267	P32267
Q06697	Q06697
P22736	P22736
P22736	P43354
P22736	P63059
P22736	P37242
P22736	P10828
P22736	P28700
P22736	P19793
P22736	P48443
P22736	P10276
P22736	P10826
Q06810	Q06810
Q63053	Q63053
P50402	P50402
O75695	O75695
Q08412	Q08412
Q9NV39	Q9NV39
Q13111	Q13111
Q9UQV4	Q9UQV4
O00716	O00716
O00716	Q01094
Q8IY18	Q8IY18
Q9STX0	Q9STX0
Q9M086	Q9M086
P39458	P39458
P38890	P38890
Q6Q1S2	Q6Q1S2
Q6Q1S2	P0DTC2
Q6Q1S2	P59594
Q6Q1S2	Q5GDB5
Q9H2S6	Q9H2S6
P13805	P13805
Q9BUH6	Q9BUH6
O00482	O00482
O00482	Q13285
P52272	P52272
P37840	P37840
P37840	O55042
O00180	O00180
P39730	P39730
P46993	P46993
P43583	P43583
Q8IYE0	Q8IYE0
Q99081	Q99081
Q99081	P15923
Q99081	P15884
P53741	P53741
P09911	P09911
P09911	P0A3C8
P09911	P00221
P09911	P0A3C9
O75113	O75113
Q8VGC3	Q8VGC3
Q8VGC3	O00305
Q8VGC3	D4A055
O61707	O61707
Q96E14	Q96E14
Q9XGM3	Q9XGM3
Q89VB6	Q89VB6
A0JNT9	A0JNT9
A0JNT9	A1A5D9
Q7Z2Z2	Q7Z2Z2
P07991	P07991
Q9ES28	Q9ES28
Q9ES28	O55043
Q9ES28	Q14155
Q8WWV3	Q8WWV3
Q9Z1E1	Q9Z1E1
Q8IYL3	Q8IYL3
Q8IVP5	Q8IVP5
P47037	P47037
P0AFX9	P0AFX9
P0AFX9	P38108
Q8N5A5	Q8N5A5
P16284	P16284
P10105	P10105
P10105	P31274
P10105	O14627
P10105	P09077
P10105	P02833
Q16543	Q16543
Q9GZZ9	Q9GZZ9
O43586	O43586
O43586	P97814
O43586	Q99M15
Q96K78	Q96K78
Q63089	Q63089
P25368	P25368
P00395	P00395
P9WJG3	P9WJG3
Q01959	Q01959
Q06497	Q06497
Q9P291	Q9P291
Q9P291	Q5JY77
Q9P291	Q96D09
Q9BXI6	Q9BXI6
Q9BXI6	O60447
Q9BXI6	Q66K14
Q9BXI6	Q9UPU7
Q9BXI6	Q8VCZ6
Q9BXI6	Q86TI0
Q10432	Q10432
Q13258	Q13258
A5K5E5	A5K5E5
Q9YAF1	Q9YAF1
O95644	O95644
O95644	O94916
O95749	O95749
A0A0H3CBR2	A0A0H3CBR2
P29555	P29555
P29555	P83949
P29555	P09067
B7UMB6	B7UMB6
P10997	P10997
Q6UX06	Q6UX06
Q6UX06	Q80TS3
P08247	P08247
P08247	Q8TBG9
Q12427	Q12427
O43516	O43516
Q86SE5	Q86SE5
Q9BW27	Q9BW27
Q8N423	Q8N423
Q8N423	P43626
Q8N423	Q14952
Q8N423	P43628
Q8N423	P43632
P31381	P31381
Q9BXK5	Q9BXK5
P0CI39	P0CI39
P0CX50	P0CX50
P0CX50	P0CX49
P12809	P12809
P12809	P9WMK1
Q02833	Q02833
P36132	P36132
O64687	O64687
O64687	Q8LBM2
Q6XR72	Q6XR72
Q92838	Q92838
Q9W3I9	Q9W3I9
Q08117	Q08117
Q08117	Q62441
Q08117	Q04724
Q08117	P16371
O54918	O54918
Q14524	Q14524
Q14524	B1AYL1
Q14524	Q99250
Q14524	P35498
Q14524	Q9UQD0
Q79PF6	Q79PF6
Q79PF6	Q79V62
P62280	P62280
Q32KD4	Q32KD4
Q32KD4	Q9HCK5
Q32KD4	Q9H9G7
Q32KD4	Q9UL18
Q32KD4	Q9UKV8
Q32KD4	O74957
Q02630	Q02630
Q02630	Q02629
P30519	P30519
P30519	P23711
P30519	P09601
Q92890	Q92890
Q92890	P70362
P23352	P23352
Q99836	Q99836
A2AM67	A2AM67
P36137	P36137
P04275	P04275
P04275	Q02817
Q9P2K3	Q9P2K3
P46675	P46675
Q05140	Q05140
Q05140	O60641
Q05140	O55012
O60269	O60269
P18481	P18481
P14770	P14770
P14770	Q8BLU0
P14770	Q9NZU0
P14770	Q8BGT1
P14770	Q9HBW1
P14770	Q9HCJ2
Q9I1Y8	Q9I1Y8
P32797	P32797
Q6P589	Q6P589
P52630	P52630
P52630	P52631
P52630	P42227
P52630	P42224
Q96QZ7	Q96QZ7
Q96QZ7	Q5TCQ9
Q96QZ7	Q9JK71
Q96QZ7	O88382
Q8SUS7	Q8SUS7
Q8SUS7	Q06505
P0ABP8	P0ABP8
P08669	P08669
Q969H4	Q969H4
P40056	P40056
O76090	O76090
Q7FRS8	Q7FRS8
Q7FRS8	Q8LAS7
Q183F3	Q183F3
O15259	O15259
Q96HR9	Q96HR9
Q9UBU8	Q9UBU8
Q9UBU8	Q15014
P30822	P30822
P30822	Q6P5F9
P30822	O14980
Q9NWX6	Q9NWX6
Q96QH2	Q96QH2
A0A0E0TG05	A0A0E0TG05
P57764	P57764
Q9BX70	Q9BX70
O35240	O35240
B8GWS7	B8GWS7
Q06078	Q06078
O81775	O81775
Q9H3Q1	Q9H3Q1
Q9H4A6	Q9H4A6
Q9UMD9	Q9UMD9
Q9UMD9	O18407
Q9UMD9	P08572
Q8NI38	Q8NI38
Q8NI38	Q6NXT1
Q8NI38	Q63369
Q8NI38	P19838
Q8NI38	Q04864
Q8NI38	Q00653
Q60795	Q60795
Q8NCE2	Q8NCE2
Q12018	Q12018
P49760	P49760
P49760	P49761
P49760	P22518
P49760	P16892
P49760	Q09690
P49760	Q13627
P49760	Q61214
P49760	Q63470
P49760	Q9Y463
P49760	Q9XTF3
Q9H9P5	Q9H9P5
Q8LAD0	Q8LAD0
A2RU14	A2RU14
Q02574	Q02574
P70347	P70347
P70347	Q92844
Q96RD7	Q96RD7
P0ABU7	P0ABU7
P05453	P05453
P05453	Q9Y450
P05453	O74718
P05453	Q05639
P05453	P68104
P05453	O74774
P05453	P32769
P05453	Q9YAV0
Q61091	Q61091
Q61091	O75084
Q61091	Q61090
Q61091	Q9ULV1
Q07325	Q07325
Q07325	P10145
Q07325	P42830
O95613	O95613
Q40460	Q40460
Q9USX3	Q9USX3
Q9UKG1	Q9UKG1
Q9UKG1	Q8NEU8
Q6VAB6	Q6VAB6
Q6VAB6	Q61097
Q6VAB6	P15056
Q6VAB6	Q99N57
Q6VAB6	P11345
Q6VAB6	P11346
Q6VAB6	O70405
Q6VAB6	O75385
P58505	P58505
P37198	P37198
P37198	Q9H1M0
Q9Y5Q8	Q9Y5Q8
P32372	P32372
P46680	P46680
O23680	O23680
O23680	O81283
Q6UX46	Q6UX46
O88898	O88898
O88898	O15350
O88898	P04637
O88898	P02340
Q96JB5	Q96JB5
P07273	P07273
P07273	Q15560
Q8C4Q6	Q8C4Q6
P59635	P59635
O15037	O15037
Q92786	Q92786
Q92614	Q92614
Q9Y705	Q9Y705
O61464	O61464
O61464	Q0E9B7
P68466	P68466
P02652	P02652
Q2MKA7	Q2MKA7
P25607	P25607
Q5VV41	Q5VV41
Q92351	Q92351
Q8IY67	Q8IY67
Q7L273	Q7L273
Q7L273	Q8N5Z5
Q7L273	Q18776
Q7L273	Q9BQ13
Q8N5L8	Q8N5L8
Q9BUL8	Q9BUL8
Q9P2T0	Q9P2T0
P52657	P52657
O75716	O75716
Q8IVD9	Q8IVD9
Q12038	Q12038
Q39218	Q39218
O43617	O43617
O75004	O75004
P43005	P43005
Q08AM6	Q08AM6
P15502	P15502
P15502	P04985
P56519	P56519
P56519	Q13547
P56519	Q9FML2
Q96CN9	Q96CN9
Q12462	Q12462
Q9LMK7	Q9LMK7
Q9LMK7	Q8RWG8
Q9LMK7	Q9H6Z4
Q96H20	Q96H20
Q9ES57	Q9ES57
Q9ES57	Q6XJV4
P45973	P45973
P45973	P83917
P45973	P23198
P45973	Q99549
O43189	O43189
O43189	Q24459
Q01960	Q01960
Q7Z3Z2	Q7Z3Z2
P01583	P01583
P05019	P05019
P05019	P01344
P05019	P01308
P17987	P17987
P17987	P39078
P17987	P80318
P17987	Q99832
P16328	P16328
P38491	P38491
P43897	P43897
Q15884	Q15884
Q9UH92	Q9UH92
Q13309	Q13309
Q15056	Q15056
Q15056	P23588
Q15056	Q14011
Q15056	P98179
Q15056	Q15415
Q15056	P0DJD3
Q15056	P38159
Q15056	O43251
Q15056	Q8N9W6
Q8BMD2	Q8BMD2
Q8BMD2	Q8IYY4
Q8N143	Q8N143
Q8N143	P34708
Q8N143	O43829
Q8N143	Q66K89
P9WQN5	P9WQN5
P9WQN5	Q8IYT4
Q12905	Q12905
Q12905	Q12906
Q12905	Q96SI9
Q9Y6H5	Q9Y6H5
O60331	O60331
O60331	O70161
P16144	P16144
P16144	P18084
P16144	P05106
P16144	P05556
P16144	P05107
P16144	P26010
P0ADI4	P0ADI4
Q6PF18	Q6PF18
Q6PF18	Q9ET78
Q6PF18	Q8NDC4
Q16667	Q16667
O95214	O95214
Q9UEY8	Q9UEY8
Q9NWF9	Q9NWF9
P43115	P43115
Q9UHI7	Q9UHI7
P0A3E0	P0A3E0
P0A8Z3	P0A8Z3
P13423	P13423
Q13651	Q13651
Q13651	Q61727
Q9ZT50	Q9ZT50
Q9ZT50	Q9ULT6
Q9ZT50	Q9VB08
Q9ZT50	Q99496
Q9ZT50	Q9UKV5
Q9ZT50	Q9SPL2
Q9ZT50	Q9BV68
Q9ZT50	Q9Y4L5
G5ECZ4	G5ECZ4
G5ECZ4	Q3UGF1
P33332	P33332
Q8N6F8	Q8N6F8
P61244	P61244
P61244	P04198
P61244	P01108
P17888	P17888
Q5H9F3	Q5H9F3
Q05952	Q05952
Q92734	Q92734
O15287	O15287
P95435	P95435
Q9UJX2	Q9UJX2
Q9UJX2	Q7T0N9
Q9UJX2	O94556
Q9LE82	Q9LE82
P14621	P14621
Q06263	Q06263
Q15025	Q15025
Q15025	Q96KP6
P39126	P39126
P39126	P08200
P23511	P23511
O43809	O43809
Q9NZV6	Q9NZV6
Q9BRC7	Q9BRC7
Q9BRC7	P51178
Q9BRC7	P08487
Q9BRC7	P19174
Q9BRC7	P10686
Q9BRC7	P16885
P22227	P22227
P22227	Q9UQR1
P22227	Q9UPG8
P22227	Q05215
P22227	P19544
P69853	P69853
P25977	P25977
Q9BYE9	Q9BYE9
Q9BYE9	Q99PF4
Q92688	Q92688
P36108	P36108
P36108	O43633
Q96T60	Q96T60
P78423	P78423
P46100	P46100
Q5ZVS2	Q5ZVS2
Q9NRG0	Q9NRG0
O88907	O88907
O88907	O75928
O88907	Q8N2W9
Q08001	Q08001
Q96MA6	Q96MA6
Q5SZK8	Q5SZK8
Q5SZK8	Q5H8C1
O75323	O75323
P53344	P53344
P50276	P50276
Q08032	Q08032
Q6JXI5	Q6JXI5
Q96QU8	Q96QU8
Q96GX9	Q96GX9
Q8WXU2	Q8WXU2
Q8WXU2	P53804
Q920D5	Q920D5
Q920D5	P55212
Q96LK0	Q96LK0
Q9Y6H1	Q9Y6H1
Q9Y6H1	Q8WYQ3
Q8N1A6	Q8N1A6
Q9Y4G2	Q9Y4G2
Q38825	Q38825
Q38825	P93830
Q38825	P49677
Q38825	Q38830
O14526	O14526
Q9KN41	Q9KN41
O43303	O43303
Q14847	Q14847
Q14847	Q86VF7
Q14847	O76041
Q68E01	Q68E01
Q01454	Q01454
P10085	P10085
P10085	P15173
P51116	P51116
P51116	P35922
A0A0H3C899	A0A0H3C899
Q9NPJ6	Q9NPJ6
P09613	P09613
Q9LVI4	Q9LVI4
Q9LVI4	Q58G47
Q9LVI4	Q9LMA8
Q9LVI4	Q9S7M2
Q9BV86	Q9BV86
Q9DC40	Q9DC40
Q9DC40	Q9Y4R8
P39743	P39743
P05141	P05141
Q8KNZ7	Q8KNZ7
O75496	O75496
P25054	P25054
Q96MA1	Q96MA1
A8MQ03	A8MQ03
Q8DS93	Q8DS93
P38134	P38134
P38134	P96716
O94929	O94929
Q8N8R7	Q8N8R7
Q9Z325	Q9Z325
P0A940	P0A940
Q39057	Q39057
Q39057	Q9SK53
Q9BQA9	Q9BQA9
Q8WY64	Q8WY64
P49257	P49257
Q9Y4X5	Q9Y4X5
Q9Y4X5	O95376
Q92540	Q92540
P35154	P35154
Q6ZU52	Q6ZU52
Q09725	Q09725
Q9P0N8	Q9P0N8
Q9P0N8	Q9H992
P33402	P33402
P73334	P73334
Q8IVG9	Q8IVG9
O75896	O75896
Q96K21	Q96K21
Q09065	Q09065
Q9HCD5	Q9HCD5
P49715	P49715
P49715	P17676
P49715	Q05826
Q9BRK4	Q9BRK4
Q23973	Q23973
G5EE01	G5EE01
G5EE01	A0A2I3TNH3
G5EE01	P60484
P11710	P11710
Q9H8V3	Q9H8V3
Q9H8V3	Q92547
Q6FI35	Q6FI35
Q6FI35	Q03392
Q6FI35	P15873
P53197	P53197
P53197	Q8AVG7
P53197	Q12834
P53197	Q9UM11
P53197	P78972
P07663	P07663
P07371	P07371
Q5SJ82	Q5SJ82
Q13136	Q13136
Q13136	O75335
Q9H7E9	Q9H7E9
P33334	P33334
P10909	P10909
Q06682	Q06682
Q9D0P5	Q9D0P5
O14832	O14832
Q9H269	Q9H269
Q9H269	G0S6M7
P53927	P53927
Q86UU0	Q86UU0
Q86UU0	O00512
Q9NRM1	Q9NRM1
Q96FM1	Q96FM1
P51959	P51959
P41809	P41809
Q9I1Y9	Q9I1Y9
Q9I1Y9	Q9HT12
P07866	P07866
P40565	P40565
P20963	P20963
P36894	P36894
P36894	O00238
P36894	P36896
P36894	Q64729
A0A0H3NHZ2	A0A0H3NHZ2
Q9Y3D6	Q9Y3D6
Q5VTR2	Q5VTR2
O67056	O67056
P40259	P40259
Q06580	Q06580
P03132	P03132
O00258	O00258
P04050	P04050
Q9NS56	Q9NS56
Q5MP56	Q5MP56
P03243	P03243
Q9BRT9	Q9BRT9
O94763	O94763
Q12800	Q12800
Q6GQQ9	Q6GQQ9
Q4AB30	Q4AB30
Q15427	Q15427
Q15427	Q86U86
Q15427	P21187
Q15427	P04147
Q15427	P31483
Q15427	Q80ZW7
Q15427	P19338
Q15427	Q99383
Q15427	P51991
Q15427	P22626
Q15427	P09651
Q5VZV1	Q5VZV1
Q5VZV1	Q8WXB1
Q96B96	Q96B96
P0AEC8	P0AEC8
P53365	P53365
Q86XR8	Q86XR8
Q86XR8	Q8IYX8
Q86XR8	Q6P2R3
P08546	P08546
P13196	P13196
P13196	P22557
P38349	P38349
Q9H788	Q9H788
Q9H788	P20936
Q9H788	P50904
P09622	P09622
D1J6P8	D1J6P8
D1J6P8	Q5TLG6
P0A366	P0A366
O95149	O95149
A0A0F6B1Q8	A0A0F6B1Q8
Q9NY61	Q9NY61
Q96G04	Q96G04
Q9QXT0	Q9QXT0
F5HB81	F5HB81
Q9ULR3	Q9ULR3
Q01950	Q01950
P13994	P13994
P32457	P32457
P32457	P42208
P32457	Q15019
P32457	Q16181
P32457	O55131
P32457	O43236
P32457	Q99719
P32457	Q8WYJ6
P32457	Q92599
P32457	Q9NVA2
P32457	Q9R1T4
P32457	Q14141
P32457	P32468
P32457	Q9UH03
P32457	Q8IYM1
P32457	Q9D451
P32457	Q07657
P32457	P25342
P48230	P48230
P48230	P30408
P10798	P10798
O14746	O14746
O76081	O76081
O76081	Q9UGC6
O76081	P49796
O76081	P41220
O76081	O15492
O76081	Q9NS28
O76081	P49799
O76081	P49798
Q16625	Q16625
O14618	O14618
O14618	P00441
O14618	P0CW86
P23291	P23291
P23291	P29295
P23291	P48729
P23291	P67828
P23291	P49674
P23291	Q59FJ7
Q02040	Q02040
P36776	P36776
Q8N4P3	Q8N4P3
P0AEN4	P0AEN4
Q96HD9	Q96HD9
Q96HD9	P45381
Q9Y608	Q9Y608
O43070	O43070
Q99393	Q99393
B7UM93	B7UM93
P10768	P10768
Q9NVH2	Q9NVH2
P25786	P25786
P25786	P40303
P25786	P25788
O60844	O60844
Q8IEW2	Q8IEW2
Q9Z1W4	Q9Z1W4
Q9NV12	Q9NV12
P30533	P30533
P84875	P84875
P84875	P05067
P84875	Q03157
P40965	P40965
P51610	P51610
Q8TC20	Q8TC20
Q8VDU0	Q8VDU0
Q8VDU0	Q86YR5
Q53FD0	Q53FD0
Q53FD0	J3KMY6
O60346	O60346
O60346	Q6ZVD8
Q96HH6	Q96HH6
Q9C4Z7	Q9C4Z7
O34507	O34507
O34507	P9WI81
O34507	P9WI75
P01350	P01350
P21673	P21673
P21673	Q96F10
P35347	P35347
P35347	P34998
Q9LV40	Q9LV40
Q746J7	Q746J7
Q55544	Q55544
Q9Y224	Q9Y224
Q8WTR7	Q8WTR7
Q8WTR7	Q9BX82
Q8WTR7	P49910
Q8WTR7	Q8TAU3
Q8WTR7	Q96SQ5
Q8WTR7	P51814
Q8WTR7	Q8N184
Q8WTR7	Q86WZ6
Q8WTR7	Q9P2J8
Q8WTR7	Q9NZL3
Q8WTR7	Q9UK11
Q8WTR7	Q9BR84
Q8WTR7	O43296
Q8WTR7	Q9NTW7
Q8WTR7	Q8NEP9
Q8WTR7	P52737
Q8WTR7	Q9ULM2
Q8WTR7	Q9P0L1
Q8WTR7	Q86UD4
Q8WTR7	Q8TBZ5
Q8WTR7	Q9NR11
Q8WTR7	P17029
Q8WTR7	P52736
Q8WTR7	Q3KQV3
Q8WTR7	O14978
Q8WTR7	Q8NF99
Q8WTR7	O15535
Q8WTR7	Q9H9D4
Q8WTR7	Q6NX49
Q8WTR7	O43167
Q8WTR7	Q96NL3
Q8WTR7	Q9BUY5
Q8WTR7	Q8TA44
Q8WTR7	P49711
Q8WTR7	Q13105
Q8WTR7	Q6NX45
Q8WTR7	P17031
Q8WTR7	Q8N393
Q8WTR7	Q9H707
Q8WTR7	Q7Z3I7
Q8WTR7	Q6ZSB9
Q8WTR7	Q96PQ6
Q8WTR7	Q8NC26
Q8WTR7	Q2QGD7
Q8WTR7	A8K8V0
Q8WTR7	Q8IZ26
Q8WTR7	Q9BV97
Q8WTR7	Q96C28
Q8WTR7	Q96IT1
Q8WTR7	Q14584
Q8WTR7	Q8NDP4
Q96FF9	Q96FF9
P0A6A8	P0A6A8
Q13287	Q13287
P20795	P20795
Q8IYX3	Q8IYX3
O88704	O88704
Q9NNX1	Q9NNX1
G5E9W6	G5E9W6
Q14896	Q14896
Q14896	O70468
Q14896	Q00872
P26196	P26196
P26196	Q9UMR2
P26196	Q9NUU7
P26196	O00571
P26196	P20449
P26196	P38919
P26196	Q14240
Q8R4T5	Q8R4T5
Q4UU85	Q4UU85
Q4UU85	P06628
Q9UJW9	Q9UJW9
Q9BZE4	Q9BZE4
O60563	O60563
G0SHM3	G0SHM3
D2CVN7	D2CVN7
P29283	P29283
Q61738	Q61738
Q0PEV3	Q0PEV3
Q0PEV3	Q92N10
Q46896	Q46896
P77969	P77969
Q3U6Q4	Q3U6Q4
P45481	P45481
P45481	Q09472
P32786	P32786
Q00604	Q00604
Q9BT49	Q9BT49
Q9BT49	Q9NVV9
Q9BT49	Q8NA92
Q99394	Q99394
Q99394	O75865
Q9I7U5	Q9I7U5
B3FK34	B3FK34
Q9QUM4	Q9QUM4
Q9QUM4	Q13291
Q9H9E3	Q9H9E3
P18851	P18851
P18851	Q40687
B7UM94	B7UM94
P33767	P33767
P12945	P12945
P21964	P21964
Q8WXF7	Q8WXF7
Q8WXF7	Q9VC57
O15160	O15160
O95801	O95801
P41411	P41411
P41411	Q99741
P14618	P14618
P14618	P52489
Q9BSL1	Q9BSL1
Q96GE4	Q96GE4
Q92966	Q92966
O15197	O15197
P06748	P06748
P06748	Q86SE8
P06748	O75607
P08949	P08949
O55057	O55057
O55057	O43924
F8VQB6	F8VQB6
F8VQB6	Q9HD67
F8VQB6	P79114
F8VQB6	P02563
F8VQB6	Q02566
F8VQB6	P12883
F8VQB6	Q99323
F8VQB6	P35748
F8VQB6	Q8VDD5
F8VQB6	P02566
F8VQB6	P19524
F8VQB6	P08964
F8VQB6	Q9I8D1
F8VQB6	P36006
F8VQB6	O00159
F8VQB6	Q7RQ71
P40238	P40238
Q92530	Q92530
P19419	P19419
O95045	O95045
Q02280	Q02280
Q02280	O95259
Q9VYG1	Q9VYG1
Q9BTE6	Q9BTE6
P00698	P00698
P42345	P42345
Q9VVV9	Q9VVV9
O49974	O49974
O49974	Q6UD73
O49974	Q9NWZ3
O49974	Q8R4K2
O49974	O48814
O49974	O80719
O49974	Q41328
O49974	P29597
O49974	Q62120
O49974	O60674
O49974	P52333
O49974	G7KAT5
O49974	O22476
O49974	P47735
O49974	Q9SYQ8
O49974	Q8LPB4
O49974	Q9XIC7
O49974	Q94F62
O49974	Q94AG2
O49974	Q9ASS4
O49974	Q9FE20
O49974	Q40234
O49974	Q9LLD3
O49974	Q40126
O49974	Q9FL28
O49974	C0LGT6
O49974	Q40640
O49974	E6YC17
O49974	C6ZRY5
O49974	Q9NYL2
O49974	P57078
O49974	Q05652
O49974	Q9Y572
O49974	Q62190
O49974	Q8N8A2
Q9H598	Q9H598
P55058	P55058
Q13286	Q13286
Q96SD1	Q96SD1
P00540	P00540
P00540	Q5S007
P00540	Q5S006
Q9UG22	Q9UG22
Q9UG22	Q8NHV1
Q570C0	Q570C0
Q570C0	Q9ZR12
Q570C0	Q9LPW7
Q570C0	O04197
A9CQL4	A9CQL4
A9CQL4	Q6UVJ0
Q14721	Q14721
Q14721	Q62897
Q14721	Q9UK17
Q14721	Q8UW33
Q14721	P17658
Q14721	Q16322
Q14721	Q09470
Q6UWE0	Q6UWE0
Q9NNX6	Q9NNX6
Q9NNX6	Q9UBG0
Q9NNX6	Q8WXI8
Q9NQ48	Q9NQ48
Q8IXM2	Q8IXM2
Q6N021	Q6N021
P73213	P73213
P49815	P49815
P52179	P52179
Q969T4	Q969T4
Q969T4	P15731
Q969T4	P61077
Q969T4	Q9Y2X8
Q969T4	Q96LR5
Q969T4	P51668
Q969T4	Q9NPD8
Q969T4	P68036
Q969T4	O14933
Q969T4	P61088
Q969T4	P63148
Q969T4	Q96B02
Q969T4	Q13404
Q969T4	P63279
Q969T4	P40984
Q969T4	G0SCM5
Q969T4	Q96AX1
Q9BUJ2	Q9BUJ2
Q9BUJ2	Q00839
P14736	P14736
P33896	P33896
P33896	P17181
P32321	P32321
Q14061	Q14061
Q3KK32	Q3KK32
Q3KK32	Q5ZXA4
P73241	P73241
P42844	P42844
P42260	P42260
P42260	P19490
P42260	P19493
P42260	P19491
P42260	P19492
P63251	P63251
P63251	Q63664
P63251	Q14654
P63251	P48050
P63251	P35561
P63251	P78508
P63251	Q9JM63
P0A6H5	P0A6H5
Q9Y3A5	Q9Y3A5
P40537	P40537
Q13352	Q13352
O14653	O14653
Q9UK99	Q9UK99
O24646	O24646
O24646	Q8W191
Q9UMX1	Q9UMX1
P02929	P02929
Q99613	Q99613
Q9NRG1	Q9NRG1
Q9NRG1	P00492
Q9BQG2	Q9BQG2
Q8BUV3	Q8BUV3
Q8BUV3	Q03555
P19438	P19438
P19438	Q71F55
O60941	O60941
O95197	O95197
O95197	Q9ES97
P25445	P25445
P25445	P25446
P25445	O00220
P25445	O14763
P25445	Q9UBN6
Q7Z6K5	Q7Z6K5
P25655	P25655
Q9BZQ8	Q9BZQ8
Q6X1Y7	Q6X1Y7
P14324	P14324
Q9LKL2	Q9LKL2
P70315	P70315
P70315	P42768
P70315	O00401
P70315	O08816
P70315	Q91YD9
P70315	Q95107
Q9ERL7	Q9ERL7
P9WF41	P9WF41
Q9UQK1	Q9UQK1
P55157	P55157
P37802	P37802
P06731	P06731
P06731	P13688
P06731	Q00887
P06731	Q9UQ72
P23327	P23327
F6KMV5	F6KMV5
Q16586	Q16586
Q80ZE3	Q80ZE3
Q80ZE3	Q08ET2
Q8WXD5	Q8WXD5
Q96CG3	Q96CG3
Q04941	Q04941
Q96Q83	Q96Q83
O53203	O53203
Q9UHP7	Q9UHP7
Q8ML92	Q8ML92
P62952	P62952
Q9BTY2	Q9BTY2
P53159	P53159
P05111	P05111
Q3SXY8	Q3SXY8
Q3SXY8	P11076
Q3SXY8	P84078
Q3SXY8	P61750
Q3SXY8	P84077
Q3SXY8	P36404
Q3SXY8	Q9D0J4
Q3SXY8	P38116
Q3SXY8	P62330
Q3SXY8	P62331
Q3SXY8	P40940
Q3SXY8	Q9H0F7
G5ECH5	G5ECH5
Q13064	Q13064
Q13064	Q9UHC7
Q13064	Q9H000
Q8N302	Q8N302
C0H3R4	C0H3R4
O06874	O06874
P38720	P38720
O43395	O43395
P03139	P03139
O95295	O95295
Q96P71	Q96P71
Q96P71	Q7Z6G3
Q6ZNX1	Q6ZNX1
P46956	P46956
P30518	P30518
Q9Y3R4	Q9Y3R4
P17891	P17891
Q96LI6	Q96LI6
P28707	P28707
P53674	P53674
P53674	P43320
P53674	P07320
P53674	P07315
P53674	P05813
P53674	P53673
P33981	P33981
P33981	O94235
P33981	Q09170
P33981	Q96PN8
P33981	P51955
P33981	P43565
P33981	Q9HC98
P33981	Q8TDX7
P23509	P23509
P23509	P52415
P23509	Q00081
P0AFZ5	P0AFZ5
P54999	P54999
Q86V42	Q86V42
Q86V42	Q9H5Z6
P24394	P24394
P32829	P32829
P32829	Q09683
Q9BXM7	Q9BXM7
Q8VE98	Q8VE98
Q8VE98	O75144
Q8TDQ7	Q8TDQ7
Q5I0X4	Q5I0X4
P14204	P14204
Q8NDV7	Q8NDV7
Q8NDV7	Q9UPQ9
Q8NDV7	Q8BKI2
O60220	O60220
P01019	P01019
P16410	P16410
P16410	P10747
Q12301	Q12301
Q9NTM9	Q9NTM9
Q8N865	Q8N865
Q8LJT8	Q8LJT8
P36956	P36956
P36956	Q12772
Q86Y26	Q86Y26
Q86Y26	A1L443
P19214	P19214
Q62193	Q62193
G5EC37	G5EC37
P53394	P53394
P46683	P46683
O94985	O94985
Q9HBA0	Q9HBA0
Q9HBA0	O35433
